Gender,Height,Weight
Female,162.8029088,133.6824316
Female,162.6256398,134.1824271
Male,165.9717363,155.7293803
Female,173.7227418,149.3028061
Male,186.1777808,194.9485771
Female,172.6507735,147.2741331
Female,162.1080505,153.6462012
Female,160.4442576,129.6709092
Female,157.9941059,133.5529417
Male,178.4923591,188.9165791
Male,173.4427111,176.2465834
Male,170.0140122,175.0406653
Male,164.4782248,160.9750177
Female,168.3049586,156.8907534
Female,164.5679998,142.5334151
Female,162.7967874,128.4177412
Male,177.9325308,200.8187373
Male,180.5662177,182.7774125
Male,169.508403,166.2519654
Female,158.8907804,144.2991899
Female,157.3625638,139.4803452
Male,163.7658573,169.4306343
Female,161.3019249,123.5043278
Male,182.8051362,211.5427845
Female,157.9351689,135.9571054
Male,178.2427083,201.7130324
Female,159.9209372,137.245972
Male,189.4045786,234.8091796
Female,159.1951082,137.6508412
Male,182.441024,212.867963
Male,170.1010972,169.3927971
Female,158.624892,138.8016565
Male,172.2348973,179.9344654
Male,166.2530512,175.844485
Female,155.3308197,135.4254178
Female,160.0100177,141.0720783
Female,164.700191,142.8791805
Female,156.0650939,127.6017541
Male,159.889651,150.6709379
Male,183.0699298,195.0466341
Male,188.0358668,215.2934953
Female,149.2552684,102.4553608
Female,158.4180113,129.3449627
Male,168.107311,171.5619069
Male,185.093007,221.7566601
Female,166.118638,158.2248264
Male,173.5439238,183.2152093
Female,170.4331398,148.5627061
Female,161.2202179,136.9185752
Female,171.2349848,150.4982509
Female,166.8126396,149.5665312
Male,186.182591,206.1031567
Male,171.5036376,188.4094262
Female,174.7639216,173.2801018
Male,179.0335336,193.359947
Male,179.1102836,183.7598452
Female,176.3632446,162.5520966
Male,178.8382214,198.7388741
Female,160.2714335,132.9579607
Male,168.5073669,166.1074671
Male,171.1773081,174.0309543
Female,171.7357855,157.7608112
Female,165.3746249,157.584439
Female,161.6275469,133.7828249
Female,173.3793776,174.142421
Female,171.2641067,166.9371205
Female,163.0956,158.206206
Female,172.2420347,138.0977032
Male,179.0130819,200.2479962
Female,147.6899581,112.0352741
Male,175.2422049,166.7952092
Male,167.4488424,152.9494884
Male,180.3363074,195.9590447
Female,161.9006133,146.8395153
Male,174.7670737,174.2397082
Female,163.4103617,161.746797
Male,187.8990533,214.2032867
Male,180.2469568,178.5511913
Female,154.7158981,131.7108128
Male,169.4324102,173.9578558
Male,173.3462842,198.6586733
Male,163.6905481,138.0926359
Female,161.3483058,136.5704857
Male,169.1672596,162.5574385
Male,167.3938431,167.6166926
Female,153.8023988,113.2323362
Male,175.4685838,190.9351825
Female,164.1912339,141.082611
Female,171.2845555,170.9550415
Female,161.5929942,138.5087704
Female,144.7172086,90.34178426
Male,172.9657693,189.2663488
Female,147.7159563,95.67887158
Male,183.1037905,192.8205005
Male,181.4407746,216.6339997
Female,153.9314294,133.3273921
Male,192.2744904,249.565628
Male,185.8432608,232.7611663
Male,179.0480861,203.2850351
Male,181.9768238,190.0632856
Male,173.8588055,191.8245966
Male,183.4355898,198.3882652
Male,175.0279762,185.0551325
Female,169.5672474,148.960573
Male,175.4700656,183.4055261
Male,195.0881128,227.2203428
Female,161.4858794,126.5251398
Male,177.8774415,196.0183367
Male,184.9400203,208.8488465
Female,153.5200411,118.2244913
Female,160.191691,133.6593936
Male,175.4900305,189.213646
Female,175.8256511,155.9620393
Male,182.8131812,205.85637
Male,180.4177671,217.4909577
Male,167.0288733,164.0864114
Female,163.8185438,142.495848
Female,157.3890014,112.8335262
Male,170.3011627,183.0630581
Male,172.2264269,197.082611
Female,156.5619338,128.5539741
Female,163.8486199,136.3173746
Male,172.4772309,165.7639258
Female,169.6782765,147.6549858
Male,173.4164463,184.5193912
Male,168.7287759,176.2182046
Male,177.31814,199.681981
Male,179.1867907,195.1792696
Female,171.5283851,157.7152995
Female,168.288458,148.832458
Male,168.3929138,176.2527996
Male,180.2307547,196.5603077
Female,151.8321962,120.7436378
Female,144.9645469,93.74614216
Male,185.9355435,203.0231161
Male,184.4779716,192.3289666
Female,151.1990803,123.0446678
Male,167.5715851,187.6583791
Male,178.8539,192.6830615
Female,155.8646931,115.1757529
Female,168.6240856,124.277552
Female,155.8327543,130.2763831
Male,182.2487501,198.1190658
Male,173.4032962,196.8433339
Female,161.2061874,132.3685438
Male,176.3959129,190.4477008
Male,172.1807423,190.5067956
Male,183.825047,199.3762346
Male,170.1845825,165.6033214
Male,171.1751054,174.658931
Male,169.8160623,169.3758208
Male,176.0761156,194.3300031
Female,174.3356343,156.4130944
Male,171.6560615,180.8539356
Male,179.235016,180.4762871
Male,184.8954551,217.1632825
Male,171.4778128,182.89736
Female,152.4299324,109.0496295
Female,175.2388941,183.6385803
Male,178.1057611,182.4174166
Female,172.5812164,161.2818365
Male,183.1791037,184.6835273
Female,175.273507,176.8329469
Male,167.0659905,156.9680739
Female,157.1386601,106.7320495
Male,165.9314352,171.762518
Male,168.5114045,171.6901249
Male,161.365271,156.7892932
Female,148.3462296,106.7711146
Male,180.9132829,199.182763
Female,154.0007731,121.4211898
Male,171.0949672,174.5861482
Male,180.0267338,209.2402536
Female,160.8567298,145.326994
Male,177.0437341,177.1490913
Female,169.2673576,133.0069435
Male,173.6345833,176.4135007
Male,188.2452527,240.8517285
Male,175.4159105,172.0352395
Female,164.3090518,120.0888921
Male,167.3675914,158.1849857
Female,161.6521956,135.4228025
Male,164.772115,154.935692
Female,154.0755247,117.9311163
Female,156.8530253,113.0062574
Female,159.7816081,104.0504802
Male,177.4496236,191.913025
Female,166.5894528,157.1461609
Female,159.0451825,127.9652493
Male,182.3104021,210.7288522
Female,153.8501041,122.9121799
Female,168.1064318,147.3632234
Female,153.5363875,117.653785
Male,175.7564207,185.7291961
Female,157.8885572,118.5123108
Female,158.0031489,130.5268833
Male,194.7950453,233.1586924
Male,166.9981369,182.0516903
Female,160.1301971,118.641681
Female,163.1194183,131.7002383
Male,173.2473896,184.0279772
Female,144.7168384,89.16984997
Male,181.4770348,191.1771577
Female,163.2254789,148.3904797
Female,157.8362222,114.9261844
Male,177.1433626,176.9958168
Male,182.0449885,213.1058271
Male,182.2253816,187.9653554
Male,168.5963591,179.4688864
Female,161.4560508,134.8007151
Male,170.3726639,203.4936873
Male,173.4988283,178.6288814
Male,175.1408281,180.4822588
Female,160.9970439,150.0463225
Male,163.4806999,149.4575874
Female,169.9075509,161.0989821
Male,181.5610512,202.6715393
Female,148.2583975,113.8991098
Female,159.5781473,129.2867565
Male,166.222999,169.3797096
Female,157.4322743,118.8214932
Female,163.8155682,141.8754655
Male,183.3978474,194.8675429
Male,182.7763369,209.78398
Male,173.3804478,186.3045996
Female,148.957314,95.78796887
Male,173.3984421,190.4694662
Male,184.3306483,230.560535
Male,189.0943833,213.701377
Male,174.8552091,171.9211499
Male,199.4616545,253.8890038
Female,151.8031241,106.2188465
Female,165.4251797,150.1439763
Female,172.9509568,161.5539102
Male,172.6936146,181.7825456
Male,173.891913,175.6246198
Male,177.0815304,201.4713307
Male,175.3820677,187.4681624
Male,170.0943208,166.4332448
Male,170.090851,190.3735985
Male,181.519405,203.6329516
Male,186.5874093,199.868209
Female,147.5412217,94.94483434
Female,152.8785159,115.5843188
Female,160.9033822,136.0503381
Male,167.1478707,165.8506478
Male,178.4376341,190.6540902
Female,160.8703189,151.8916171
Male,174.6348902,183.1734931
Female,169.2263423,149.8280936
Female,164.4992973,133.2523675
Female,146.9066631,105.7392172
Male,179.7720935,203.2411923
Female,156.4264046,137.4252868
Male,179.6205459,176.9550632
Male,173.5258021,179.370856
Female,165.1223349,151.0416483
Female,153.8256689,120.1845576
Male,176.82912,180.506932
Male,181.6816687,195.0322432
Female,158.4862302,127.0327481
Female,163.0074549,129.6022028
Male,183.3816805,214.6035842
Male,183.0339046,200.0740445
Female,147.4763445,113.0607203
Male,169.3993851,158.733412
Female,161.6291257,144.9746967
Male,180.5554018,178.5354901
Female,162.5136828,147.8128686
Male,164.3929204,150.6194572
Female,159.2444448,113.3449588
Male,169.635941,186.3047356
Male,178.2347861,207.7765473
Male,191.8645418,212.0087426
Male,171.3302691,160.0094086
Female,153.2655839,111.0777545
Male,174.7318091,197.679446
Male,179.3174473,200.3725775
Male,167.9362773,146.189967
Male,170.4794001,178.2665434
Male,167.7154596,174.0582354
Male,172.3838696,168.8175715
Female,164.7899341,146.6826456
Male,171.3389304,166.3906563
Male,174.8262093,200.3308195
Male,175.223307,186.3419021
Female,166.2824894,150.4691607
Female,172.6179264,175.3534503
Female,154.4566813,120.9402023
Male,184.5538589,207.5063787
Male,170.8633717,180.0356727
Male,165.7092073,167.4531722
Female,159.78538,141.2166278
Female,168.1549998,151.3577889
Male,177.9346404,186.5860278
Male,164.1194981,153.2812122
Female,159.6026289,128.8506717
Female,165.0939289,123.8684292
Female,160.3774286,134.7496608
Female,158.4207601,138.7254756
Male,181.5492973,195.3926176
Female,168.2733777,140.7994885
Female,147.4017199,92.79145025
Male,184.3980639,205.0955402
Male,175.9453664,175.0468418
Female,155.7094312,123.6099775
Female,162.7777766,126.9946263
Female,158.3071151,110.9635125
Male,174.891336,196.7192842
Female,160.5172211,114.1272215
Female,165.7375445,151.7293129
Female,159.7754468,144.0703281
Male,178.2993139,194.6991935
Male,181.3059905,217.3684879
Male,173.4807664,184.8400817
Male,176.7385625,193.3671981
Male,167.933081,186.8483588
Male,174.5698923,171.6209666
Female,166.7564773,165.0830012
Female,159.8986603,121.8123626
Male,166.3822496,161.7450708
Male,177.8627748,189.9119646
Male,171.2775853,183.5089329
Male,184.7501842,211.1702891
Male,183.8076809,195.0138368
Male,186.1338422,201.407019
Male,182.7797917,208.8150558
Female,176.2245266,177.7000437
Male,179.4814598,217.9518826
Female,162.6506933,139.3250296
Male,168.2569618,171.6931597
Male,171.2694269,172.1120765
Female,155.9249408,123.0185461
Female,163.5809138,139.1247994
Male,172.1567037,190.7307931
Male,175.8656051,197.4120914
Male,174.7466128,186.8578388
Female,168.4841313,147.725696
Female,172.0318681,147.5058713
Female,154.7197081,123.8276035
Female,166.5468579,138.0020262
Female,156.3864647,128.5393113
Female,158.0952094,133.3245811
Female,167.4943515,157.0229869
Male,181.8196888,207.924949
Male,170.547106,185.7878654
Female,160.889061,138.945613
Female,160.6447083,121.0160911
Female,178.1939997,164.0033702
Female,174.7178779,168.944931
Female,160.6887175,137.3649025
Female,157.2422405,134.7825165
Male,175.3381602,183.7288808
Male,174.3115562,163.3874549
Male,186.7008413,205.4730911
Male,184.430591,216.590561
Male,177.2358922,176.0902893
Male,186.9744428,236.7805375
Female,141.5789315,108.1219685
Male,181.38068,207.3034959
Male,189.7319985,209.3731259
Male,182.0066857,202.5307652
Female,170.9506498,165.0186298
Male,167.2744933,157.3174614
Male,172.869446,187.7790754
Male,166.6103166,162.2915973
Female,161.2825472,134.9154386
Female,153.848305,100.2729806
Female,166.8099625,138.4735277
Female,179.18098,180.9792502
Male,183.8722693,199.5740493
Male,169.359024,183.1973068
Female,150.0852844,129.2726075
Male,174.3450153,203.0058961
Male,170.935594,166.8078387
Female,159.0645853,142.9468274
Female,164.3702726,141.3318034
Female,157.59185,114.4787233
Female,163.3673744,114.0650083
Female,176.1715039,179.4375748
Female,159.9513144,132.159009
Female,165.3821017,129.070359
Male,179.5091931,185.7598838
Female,176.8900978,186.2064562
Male,186.5533155,203.2405837
Female,146.0027359,87.49657111
Female,156.6327451,120.6061593
Male,168.3075629,162.7795834
Male,169.684765,174.3354906
Female,168.6236992,144.9555072
Male,183.1877199,204.4574503
Female,167.9857717,151.8146478
Female,163.5131343,129.3053355
Female,164.9984384,154.7390312
Male,186.9351929,229.5546366
Male,162.4648279,168.3494568
Female,160.9089694,139.223151
Male,158.6896921,140.1606586
Male,171.3916594,180.2948206
Male,181.4900616,196.1426309
Female,161.0881026,134.9995709
Female,169.0851082,149.0824803
Male,179.8849761,206.0329778
Female,165.2072419,142.9042541
Male,175.9404719,172.3213119
Male,180.8648116,193.74326
Male,174.0953272,173.2997216
Female,161.4197171,133.3786991
Male,162.0702333,167.3629444
Female,152.3197832,115.4768128
Male,176.9850402,203.3170123
Female,163.3114895,120.1158208
Male,164.4552828,176.948433
Female,165.6329515,150.3616623
Female,168.1798425,154.2928679
Female,154.4766791,133.8794826
Female,162.8026167,149.2740995
Female,155.141808,124.8029262
Female,153.8570058,126.8487726
Female,176.3867831,178.2767276
Female,160.3861896,120.5550172
Female,153.9641606,106.702215
Male,169.5842873,168.0745119
Female,156.2803356,114.8439614
Male,175.2158528,183.2459153
Female,168.0660424,153.6778364
Male,173.3470552,207.9255765
Female,153.5233143,123.7304067
Male,180.8087764,200.8371009
Female,168.5976879,151.3091801
Female,153.507349,118.0988666
Male,180.07048,194.6871008
Female,158.9366692,120.5834448
Male,170.0402975,171.1050044
Male,184.6288258,194.2417376
Male,178.1972553,189.5090154
Female,163.0942284,144.1379509
Male,166.78278,170.932864
Male,174.6478414,172.0941985
Female,152.5197539,114.6035259
Female,158.3553036,128.7323902
Female,149.728517,103.3635557
Male,175.280979,196.0511888
Male,171.7025375,177.7664258
Male,165.0874988,177.7270945
Male,181.1892462,184.520037
Female,144.1817194,79.17437583
Male,175.0840519,186.7810035
Male,173.176013,169.7877681
Male,168.6681467,168.289127
Male,172.6843768,185.687955
Male,177.5988888,194.7247027
Female,152.3962639,96.8564881
Female,172.2420107,146.2595584
Female,172.4989872,163.3930023
Male,171.9722322,177.2569991
Male,170.823445,180.77978
Female,165.0068139,142.2063797
Male,172.3942888,176.904596
Male,172.989517,187.4200909
Female,154.3790613,110.8800454
Male,167.9668299,187.1411195
Male,184.910029,218.2163966
Male,159.0167886,152.7265497
Male,178.147846,192.7821537
Female,159.9841798,112.573791
Male,177.848083,201.2131677
Male,177.0421596,181.2198802
Female,167.0548911,152.683156
Female,161.3800922,137.6229585
Female,169.3986711,162.7855098
Male,170.2633874,157.45154
Male,177.6214526,199.7216237
Female,153.7440856,122.4916727
Male,174.1192344,175.2195188
Female,154.8759687,122.7480058
Female,162.2601427,142.9921353
Male,170.0108704,183.0853756
Female,160.1081015,139.2812827
Female,157.5632199,106.2687829
Female,159.9559542,137.4745698
Female,166.7189641,162.6057287
Male,180.6556863,196.278034
Male,180.0219705,219.8012406
Male,176.9925045,187.5760516
Female,161.0545161,128.8483894
Female,155.7176925,121.8891806
Female,168.2740251,154.8575228
Male,181.6891942,199.9735437
Female,170.2745074,150.8091881
Male,181.3640828,198.7597927
Male,175.2938709,190.5135138
Male,187.1603912,223.2700044
Female,160.0802828,139.2379098
Male,183.6023682,207.5405132
Male,186.3726895,224.3554899
Female,155.682602,118.330547
Female,170.6062622,156.2344619
Male,166.5295225,162.5219156
Male,171.7193889,180.2548158
Female,171.9181898,151.9386846
Female,164.6301495,135.9654449
Female,159.1116083,146.737562
Male,178.7698536,197.4315108
Female,156.8095952,145.5594625
Male,168.5039535,179.7716954
Female,157.2011937,111.6761992
Female,159.3684337,138.5579415
Female,163.9055776,124.970023
Male,175.5944974,167.8257649
Male,165.9749371,174.258683
Female,177.3484736,174.6673875
Male,184.2599999,210.3364247
Male,168.9420743,196.4498603
Female,167.2422804,161.7717286
Male,185.1676541,222.5090549
Female,172.324022,171.7365961
Male,182.3262698,205.1692351
Male,164.1310227,169.0211007
Female,157.5420391,124.6039406
Female,157.5472584,123.172684
Female,159.3983682,143.6790727
Female,166.4546143,148.0520704
Female,168.0249454,146.2876757
Male,172.5224213,177.0213348
Female,179.6037544,161.3634843
Male,168.8479271,197.6464093
Male,184.7837963,212.1807188
Male,173.6928812,185.8456168
Male,179.7376774,194.7965673
Female,173.1499404,160.3472255
Female,161.4331384,134.7505941
Male,173.9015151,183.6728691
Female,160.4435158,130.7409331
Male,191.1685319,223.4499947
Male,180.8032535,204.6574036
Male,179.0031412,199.356144
Male,181.6907771,218.2032582
Female,161.2920974,126.8605826
Male,172.0296785,184.4684504
Male,184.2403699,205.5617893
Male,181.1565491,192.9478736
Female,149.0610973,101.8557087
Male,180.9344509,200.7798984
Male,175.3156288,198.6229896
Male,181.6232239,205.8834958
Female,164.7278623,147.5279551
Male,173.4633225,176.0071363
Female,161.649588,121.494688
Male,176.1535405,195.170814
Male,174.1445695,186.4011012
Female,156.4126325,117.9036349
Female,170.0089251,164.6654901
Male,184.604368,216.6863153
Male,172.0824342,169.7402721
Female,159.1016798,136.6295336
Male,171.7290027,179.868026
Male,177.7267381,195.2372156
Female,161.7580719,141.6517388
Female,166.7720221,139.4585873
Male,185.226884,204.2202091
Male,161.219932,141.0968249
Male,174.3222232,193.1288324
Male,176.7058579,182.8665632
Male,165.9485503,183.7696054
Female,161.983892,128.2788009
Male,170.4403996,175.9579827
Male,177.1894807,196.7313716
Female,172.9681304,152.1792167
Male,171.443151,167.4747484
Female,155.4274839,142.3276353
Female,172.7565531,171.7982763
Female,166.4632241,148.2729795
Male,178.5329992,195.9178731
Male,178.6387422,185.5887401
Female,159.3782869,139.8858578
Male,183.1039775,219.2966012
Male,175.9211405,197.4117818
Female,159.2038872,136.4958603
Male,185.0634831,200.9914763
Male,158.7366221,144.4617234
Male,177.0170273,184.6189529
Male,177.9808066,188.2629958
Female,151.2511094,107.8537915
Female,158.5817915,137.174598
Male,187.7378749,202.4299596
Male,176.9544725,192.5588995
Female,164.3356079,147.2045478
Male,174.508818,184.2771588
Male,174.2512548,179.187804
Female,160.0815276,131.6392537
Male,170.2173826,188.9746319
Male,169.0153643,175.9834911
Female,158.4863652,108.3993059
Male,169.575185,178.797509
Male,175.6578301,193.1789171
Female,155.3050553,111.4889482
Female,155.0503504,113.1825382
Male,177.6022442,181.7318342
Female,168.3494148,144.8942636
Male,176.7337289,196.1355259
Male,181.9226678,220.3371555
Female,179.4873229,162.2815552
Male,170.2281321,175.9294404
Female,157.157504,122.5385282
Male,187.5583864,214.0325038
Female,159.5803355,118.8514013
Male,170.0519614,166.4413849
Male,176.2518042,180.1754728
Male,178.8974027,193.2376047
Female,161.1902953,127.3057114
Male,172.525209,173.3486462
Female,177.8376854,188.6178834
Male,173.6572088,187.9230525
Female,164.9858501,125.1309202
Male,180.481387,203.139433
Female,158.5238172,127.0152261
Male,179.3652584,198.3877525
Male,176.3088026,183.9021104
Male,176.7989418,187.5319002
Male,184.0108403,209.3234214
Male,173.5045708,188.8295918
Female,167.1158725,140.1794833
Male,176.912111,198.843696
Male,175.5588497,197.4918021
Male,171.6172939,178.3718337
Female,152.1249327,95.63314901
Female,145.2947565,103.9627051
Female,155.4244196,124.4632732
Male,176.1429483,185.667026
Female,163.1349428,152.9721083
Female,158.1229455,133.7824856
Male,173.0509326,192.0295666
Female,162.2791868,144.3759678
Male,177.988713,205.3879099
Male,171.6888391,186.7514169
Female,160.400118,124.1937717
Female,165.390107,142.9719144
Male,174.1651569,185.9758251
Male,176.6621852,186.9023127
Male,182.0948071,188.6563354
Male,170.1045275,180.6366889
Male,180.7486979,194.3793658
Female,166.9802424,165.1563707
Female,171.0020659,146.97997
Male,182.4128814,205.7563737
Male,174.9417548,191.8337092
Male,173.3638563,179.2521557
Female,160.5679666,127.0051589
Female,164.3063405,119.0246524
Male,179.0948774,191.3571188
Female,162.2675838,126.9388714
Male,176.7918826,189.8166449
Female,157.7710906,110.9173444
Female,165.1289066,151.1890804
Male,179.2072787,181.6799218
Male,180.7823729,209.2163209
Female,162.6901405,135.7940657
Male,175.7720084,188.1035061
Female,168.0949429,142.6285936
Male,177.3613677,200.2320206
Female,168.0680365,172.006998
Male,166.9520712,156.2239585
Female,153.9108517,118.7580419
Female,145.0438284,93.5063159
Male,162.4159212,153.9472037
Female,154.8118867,114.791401
Male,175.3986072,181.3603512
Female,165.5553274,149.9470463
Female,160.0391059,121.5820198
Female,159.1495268,121.087478
Female,156.7526194,118.5130129
Female,165.8804458,158.4108232
Male,172.5868279,177.3477798
Female,158.8713101,123.9651625
Female,175.578198,165.830008
Male,170.6984364,168.9820916
Male,158.8154907,144.7500844
Female,166.6773362,133.7604933
Male,162.9263232,159.6337403
Male,179.2850961,205.7078774
Male,182.7005238,215.04966
Male,186.0019547,210.5459695
Female,161.4713346,121.7805973
Male,182.3895525,211.3608266
Female,158.831251,106.0196334
Female,162.0488661,133.5938721
Female,154.4515887,117.1835316
Female,157.549488,131.3586621
Male,162.1048794,155.1874282
Male,173.5648163,195.8768153
Male,161.2612565,156.7324313
Male,169.2190719,146.2308047
Female,169.046901,150.0168761
Female,158.3384107,107.0038769
Male,162.5057996,158.2074096
Male,171.9362326,177.1133457
Male,179.0459243,208.7648975
Male,189.1410709,213.4821026
Female,165.7722052,151.6055075
Male,188.7445728,210.2678885
Female,171.9163617,151.2800536
Male,167.7863899,164.4705039
Male,174.4979889,208.0681993
Female,149.1956093,96.7619414
Female,155.5454885,130.5276472
Female,159.9925647,142.5495621
Female,164.6721374,141.2343686
Female,153.8697219,97.97755401
Female,156.6748926,116.4235103
Female,152.5936515,139.0846037
Male,171.3363245,192.8355933
Female,153.0408208,125.3415825
Female,161.2033397,119.3515993
Female,164.6671966,151.6858215
Female,159.9045152,141.1692046
Female,168.3410279,152.2277163
Male,165.4731455,153.2964373
Male,180.3571416,195.2304029
Male,182.9639334,209.5736669
Male,170.2244152,183.3812983
Male,182.7322655,198.6726975
Male,165.575541,172.6064826
Male,178.8272687,193.8567694
Female,165.7268391,148.446823
Male,176.4135053,194.8206675
Female,152.4062572,114.4457208
Male,183.3699913,216.1964831
Female,164.4432206,128.7912099
Female,173.2219565,178.1923462
Female,163.2843614,155.2528605
Female,159.979182,129.1583829
Male,174.069298,192.5251476
Female,168.262277,153.3761556
Female,147.0227638,110.7259721
